CustomerID,TypeOfIncident,SeverityOfIncident,AuthoritiesContacted,IncidentState,IncidentCity,PropertyDamage,BodilyInjuries,Witnesses,PoliceReport,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage,MonthOfIncident
Cust10296,Single Vehicle Collision,Minor Damage,Police,State5,City6,YES,2,2,NO,63207,5817,10853,46537,1
Cust10297,Single Vehicle Collision,Minor Damage,Police,State5,City6,YES,2,2,NO,63021,5850,10369,46802,1
Cust10298,Single Vehicle Collision,Total Loss,Fire,State7,City6,NO,0,2,YES,71579,12113,12113,47353,2
Cust10299,Single Vehicle Collision,Total Loss,Fire,State7,City6,NO,0,2,YES,73587,13185,13185,47217,2
Cust10302,Parked Car,Trivial Damage,Police,State4,City1,,0,2,,9922,1478,844,7600,2
Cust10303,Parked Car,Trivial Damage,Police,State9,City2,,0,3,YES,6441,749,898,4794,2
Cust10306,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City4,YES,0,0,YES,47531,5365,9975,32191,1
Cust10307,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City5,YES,0,0,NO,50029,5583,10949,33497,1
Cust10308,Single Vehicle Collision,Major Damage,Fire,State7,City3,,1,3,NO,75167,14341,8901,51925,2
Cust1031,Multi-vehicle Collision,Major Damage,Ambulance,State7,City2,NO,0,0,,75600,12600,12600,50400,1
Cust10312,Parked Car,Minor Damage,None,State8,City4,,2,3,NO,7273,1351,675,5247,2
Cust10314,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City1,,1,1,,69858,12702,9576,47580,2
Cust10315,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City1,,1,1,,69401,12618,10033,46750,2
Cust10316,Multi-vehicle Collision,Total Loss,Fire,State5,City1,,0,3,NO,45434,4543,5490,35401,1
Cust10317,Multi-vehicle Collision,Total Loss,Ambulance,State4,City1,,0,3,NO,42770,4277,4364,34129,1
Cust10318,Single Vehicle Collision,Minor Damage,Fire,State5,City1,YES,1,1,NO,63013,12343,6172,44498,2
Cust10319,Single Vehicle Collision,Minor Damage,Fire,State5,City1,YES,1,1,NO,67841,12768,6384,48689,2
Cust10320,Parked Car,Trivial Damage,Police,State9,City7,YES,1,2,NO,6291,658,841,4792,1
Cust10321,Parked Car,Trivial Damage,Police,State9,City1,YES,1,2,NO,6380,654,900,4826,1
Cust10322,Multi-vehicle Collision,Minor Damage,Other,State4,City4,YES,1,1,YES,71439,13035,6772,51632,1
Cust10323,Single Vehicle Collision,Minor Damage,Other,State7,City4,YES,1,1,YES,68581,12584,6923,49074,1
Cust10326,Vehicle Theft,Minor Damage,Police,State9,City5,NO,0,2,YES,4939,828,828,3283,2
Cust10327,Vehicle Theft,Minor Damage,Police,State4,City5,NO,0,3,YES,3357,600,600,2157,1
Cust10328,Multi-vehicle Collision,Total Loss,Ambulance,State9,City3,,1,2,,59757,6585,8944,44228,1
Cust10329,Multi-vehicle Collision,Total Loss,Ambulance,State6,City1,,1,1,,58473,6225,9116,43132,1
Cust1033,Multi-vehicle Collision,Total Loss,Police,State5,City1,YES,2,3,NO,29790,3310,3310,23170,2
Cust10330,Multi-vehicle Collision,Total Loss,Fire,State9,City2,YES,0,1,YES,56818,8285,4853,43680,2
Cust10332,Single Vehicle Collision,Total Loss,Fire,State5,City5,,1,2,YES,42864,3574,7140,32150,1
Cust10333,Single Vehicle Collision,Total Loss,Fire,State5,City1,,1,3,YES,52849,5318,6980,40551,2
Cust10334,Single Vehicle Collision,Minor Damage,Police,State5,City3,YES,1,0,,56244,6581,6581,43082,1
Cust10335,Single Vehicle Collision,Minor Damage,Police,State5,City7,YES,0,0,,47181,5787,5787,35607,1
Cust10336,Parked Car,Minor Damage,None,State8,City2,,2,2,,42299,8410,4288,29601,2
Cust10337,Parked Car,Minor Damage,Ambulance,State8,City2,NO,2,3,,56217,11239,5627,39351,2
Cust10338,Single Vehicle Collision,Minor Damage,Other,State7,City7,NO,1,1,YES,85599,11416,15974,58209,1
Cust1034,Multi-vehicle Collision,Major Damage,Ambulance,State5,City3,NO,1,2,,77110,14020,14020,49070,1
Cust10340,Single Vehicle Collision,Minor Damage,Fire,State7,City6,NO,2,0,YES,54326,10848,5424,38054,1
Cust10341,Single Vehicle Collision,Minor Damage,Fire,State7,City6,NO,2,0,YES,55425,10326,5163,39936,1
Cust10343,Multi-vehicle Collision,Minor Damage,Other,State9,City1,YES,1,1,NO,84634,16122,10073,58439,1
Cust10344,Single Vehicle Collision,Total Loss,Other,State7,City7,NO,0,3,YES,67125,10249,10249,46627,2
Cust10345,Single Vehicle Collision,Total Loss,Other,State7,City7,NO,0,3,YES,66896,10539,10539,45818,2
Cust10347,Multi-vehicle Collision,Total Loss,Ambulance,State7,City7,NO,2,1,NO,48793,7653,8372,32768,2
Cust10348,Multi-vehicle Collision,Minor Damage,Police,State7,City5,,0,2,YES,38625,5536,4592,28497,2
Cust10349,Multi-vehicle Collision,Minor Damage,Police,State7,City5,NO,0,2,YES,38626,5536,4592,28498,2
Cust1035,Single Vehicle Collision,Total Loss,Fire,State9,City3,YES,0,1,YES,64800,10800,5400,48600,2
Cust10350,Multi-vehicle Collision,Major Damage,Police,State5,City4,NO,2,3,,77538,13857,14151,49530,1
Cust10351,Multi-vehicle Collision,Major Damage,Ambulance,State5,City4,NO,2,2,YES,57095,6965,11140,38990,1
Cust10352,Single Vehicle Collision,Minor Damage,Other,State7,City4,YES,0,2,,66762,8341,13352,45069,2
Cust10353,Single Vehicle Collision,Total Loss,Other,State7,City7,YES,0,2,,68448,7862,13690,46896,2
Cust10355,Single Vehicle Collision,Minor Damage,Police,State5,City2,,1,1,NO,66067,11875,9283,44909,2
Cust10356,Multi-vehicle Collision,Total Loss,Police,State9,City5,NO,0,2,YES,58546,10449,10449,37648,2
Cust10358,Single Vehicle Collision,Total Loss,Other,State5,City6,YES,2,0,YES,64730,11204,11204,42322,1
Cust1036,Single Vehicle Collision,Major Damage,Other,State9,City7,YES,2,0,YES,53100,10620,5310,37170,1
Cust10360,Multi-vehicle Collision,Total Loss,Other,State4,City1,YES,1,0,,51993,9915,5562,36516,2
Cust10361,Multi-vehicle Collision,Major Damage,Other,State4,City1,YES,2,0,,69940,7687,11720,50533,2
Cust10362,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City6,YES,2,0,NO,60910,11868,7810,41232,1
Cust10363,Multi-vehicle Collision,Total Loss,Ambulance,State7,City6,NO,2,0,NO,63656,12006,8410,43240,1
Cust10365,Multi-vehicle Collision,Minor Damage,Fire,State5,City5,NO,1,0,NO,55840,10153,5522,40165,2
Cust10366,Parked Car,Trivial Damage,Police,State9,City7,YES,1,2,NO,6416,653,923,4840,1
Cust10368,Vehicle Theft,Minor Damage,None,State9,City2,,1,3,NO,4800,952,517,3331,2
Cust10369,Vehicle Theft,Minor Damage,None,State9,City2,NO,1,3,NO,4541,893,524,3124,2
Cust1037,Single Vehicle Collision,Total Loss,Police,State5,City5,,1,1,YES,60200,6020,6020,48160,1
Cust10370,Vehicle Theft,Trivial Damage,Police,State9,City7,YES,1,3,YES,5542,616,616,4310,2
Cust10371,Vehicle Theft,Trivial Damage,Police,State9,City7,YES,1,3,YES,5635,626,626,4383,2
Cust10373,Multi-vehicle Collision,Major Damage,Fire,State5,City5,NO,2,2,NO,65531,9593,10066,45872,2
Cust10375,Multi-vehicle Collision,Total Loss,Fire,State9,City4,NO,2,2,YES,69130,6666,9134,53330,1
Cust10376,Multi-vehicle Collision,Total Loss,Other,State9,City7,,1,1,YES,61334,0,13119,48215,2
Cust10377,Multi-vehicle Collision,Total Loss,Ambulance,State6,City3,,1,1,YES,61473,0,13174,48299,2
Cust10379,Single Vehicle Collision,Total Loss,Ambulance,State7,City4,NO,2,1,,65419,6734,11545,47140,1
Cust1038,Parked Car,Minor Damage,None,State9,City1,NO,1,1,YES,5330,1230,820,3280,1
Cust10382,Single Vehicle Collision,Major Damage,Police,State4,City7,YES,0,1,YES,66910,4744,6380,55786,2
Cust10383,Multi-vehicle Collision,Total Loss,Police,State4,City7,YES,0,1,YES,64424,3341,6416,54667,2
Cust10384,Parked Car,Trivial Damage,Police,State7,City4,,2,3,NO,3581,583,83,2915,2
Cust10385,Parked Car,Trivial Damage,Police,State7,City4,,2,1,,4391,536,321,3534,2
Cust10386,Multi-vehicle Collision,Total Loss,Ambulance,State5,City7,,1,2,YES,48520,5795,10551,32174,1
Cust10388,Multi-vehicle Collision,Major Damage,Police,State9,City5,NO,0,2,,60588,9302,9302,41984,2
Cust10389,Multi-vehicle Collision,Total Loss,Police,State9,City5,NO,0,2,,59970,10424,10424,39122,2
Cust1039,Multi-vehicle Collision,Major Damage,Police,State5,City3,,2,0,,62300,12460,6230,43610,1
Cust10390,Single Vehicle Collision,Minor Damage,Other,State4,City6,,1,2,,71346,7099,10827,53420,2
Cust10391,Single Vehicle Collision,Minor Damage,Other,State8,City6,,2,1,,69471,7104,9870,52497,1
Cust10393,Vehicle Theft,Trivial Damage,Police,State8,City2,,2,2,,5419,441,595,4383,1
Cust10394,Multi-vehicle Collision,Total Loss,Police,State7,City3,,0,1,YES,69381,7844,10929,50608,2
Cust10395,Multi-vehicle Collision,Minor Damage,Police,State7,City5,,2,1,YES,60404,15293,6911,38200,2
Cust10397,Single Vehicle Collision,Minor Damage,Other,State5,City1,NO,1,1,NO,66426,9296,7141,49989,1
Cust10398,Single Vehicle Collision,Major Damage,Other,State7,City7,,0,2,,63820,6081,9092,48647,2
Cust1040,Single Vehicle Collision,Major Damage,Ambulance,State4,City2,,0,3,NO,60170,10940,10940,38290,1
Cust10400,Single Vehicle Collision,Total Loss,Police,State5,City5,YES,0,0,NO,22271,2227,2726,17318,1
Cust10401,Parked Car,Total Loss,Police,State5,City5,YES,0,0,,34975,3497,3649,27829,2
Cust10402,Multi-vehicle Collision,Total Loss,Fire,State8,City3,NO,2,1,,63505,11771,8211,43523,2
Cust10403,Multi-vehicle Collision,Total Loss,Police,State7,City6,NO,2,1,,65291,12250,8145,44896,1
Cust10404,Single Vehicle Collision,Minor Damage,Police,State5,City7,NO,2,0,YES,65055,8210,8210,48635,2
Cust10405,Single Vehicle Collision,Minor Damage,Police,State5,City6,NO,2,2,YES,91968,15873,15873,60222,1
Cust10406,Multi-vehicle Collision,Minor Damage,Fire,State5,City5,NO,1,0,NO,56184,10146,5073,40965,2
Cust10407,Multi-vehicle Collision,Minor Damage,Fire,State5,City5,NO,1,0,,71650,12130,6065,53455,1
Cust10408,Multi-vehicle Collision,Major Damage,Other,State9,City2,,2,2,,62371,6190,12381,43800,2
Cust10409,Multi-vehicle Collision,Major Damage,Other,State9,City2,,2,1,NO,70424,6563,13126,50735,2
Cust1041,Single Vehicle Collision,Minor Damage,Ambulance,State9,City2,NO,2,2,,40000,8000,4000,28000,1
Cust10412,Multi-vehicle Collision,Total Loss,Police,State9,City5,NO,0,2,YES,63058,10150,11263,41645,2
Cust10414,Parked Car,Minor Damage,Police,State5,City1,,0,2,YES,6795,1019,642,5134,1
Cust10417,Multi-vehicle Collision,Minor Damage,Other,State4,City7,,2,1,NO,60172,8134,11564,40474,1
Cust10419,Multi-vehicle Collision,Minor Damage,Police,State5,City1,NO,2,1,,55282,8755,8755,37772,1
Cust1042,Single Vehicle Collision,Major Damage,Police,State9,City5,,1,1,,97080,16180,16180,64720,1
Cust10420,Single Vehicle Collision,Minor Damage,Ambulance,State7,City7,NO,1,0,,47341,12223,7845,27273,1
Cust10421,Single Vehicle Collision,Total Loss,Ambulance,State7,City7,,1,0,,45571,10375,9737,25459,1
Cust10423,Multi-vehicle Collision,Minor Damage,Ambulance,State8,City7,YES,1,3,,53988,4506,9011,40471,1
Cust10428,Vehicle Theft,Minor Damage,None,State4,City6,YES,1,1,NO,6666,628,1015,5023,1
Cust10429,Parked Car,Minor Damage,None,State7,City6,YES,1,0,,6310,580,1089,4641,1
Cust1043,Multi-vehicle Collision,Minor Damage,Other,State7,City7,YES,1,0,NO,51660,5740,5740,40180,1
Cust10430,Single Vehicle Collision,Major Damage,Ambulance,State7,City5,,1,1,NO,83238,15134,7567,60537,2
Cust10431,Single Vehicle Collision,Major Damage,Ambulance,State7,City7,YES,0,0,NO,81426,14805,7402,59219,1
Cust10432,Multi-vehicle Collision,Major Damage,Fire,State7,City7,YES,1,2,NO,72834,12141,6071,54622,1
Cust10433,Multi-vehicle Collision,Major Damage,Fire,State7,City7,YES,0,2,NO,71169,12453,6227,52489,2
Cust10434,Parked Car,Trivial Damage,Police,State9,City4,,0,2,NO,5965,1087,1072,3806,1
Cust10436,Multi-vehicle Collision,Total Loss,Fire,State5,City1,,1,1,NO,80950,13342,15024,52584,1
Cust10438,Multi-vehicle Collision,Total Loss,Other,State5,City7,NO,1,2,NO,53290,8857,5954,38479,1
Cust10439,Multi-vehicle Collision,Total Loss,Other,State5,City2,NO,2,1,NO,52450,6909,8272,37269,1
Cust1044,Single Vehicle Collision,Total Loss,Other,State4,City1,NO,2,2,NO,51120,5680,5680,39760,2
Cust10440,Single Vehicle Collision,Minor Damage,Fire,State5,City2,NO,0,2,NO,55740,5924,5924,43892,2
Cust10441,Single Vehicle Collision,Minor Damage,Fire,State8,City7,NO,0,2,NO,54742,5644,5644,43454,1
Cust10443,Multi-vehicle Collision,Major Damage,Police,State9,City1,YES,0,3,YES,62579,8630,5994,47955,2
Cust10444,Vehicle Theft,Trivial Damage,Police,State9,City3,YES,2,1,NO,6316,282,996,5038,1
Cust10445,Vehicle Theft,Minor Damage,Police,State9,City3,YES,1,1,YES,7395,651,703,6041,1
Cust10446,Vehicle Theft,Trivial Damage,Police,State9,City4,NO,0,2,,5487,629,867,3991,1
Cust10447,Vehicle Theft,Trivial Damage,Police,State9,City5,NO,0,2,,7275,668,1316,5291,1
Cust10448,Multi-vehicle Collision,Minor Damage,Police,State8,City5,YES,1,1,,42508,5842,5458,31208,2
Cust10449,Multi-vehicle Collision,Minor Damage,Police,State8,City1,,1,1,,46554,8515,6554,31485,2
Cust10450,Single Vehicle Collision,Total Loss,Police,State5,City6,,0,2,YES,72598,8880,9399,54319,2
Cust10452,Multi-vehicle Collision,Total Loss,Police,State5,City3,NO,1,2,NO,47518,5567,5567,36384,2
Cust10453,Multi-vehicle Collision,Total Loss,Police,State5,City3,NO,1,2,NO,46898,5126,5126,36646,2
Cust10454,Single Vehicle Collision,Major Damage,Ambulance,State9,City7,,1,1,NO,56139,7436,5298,43405,1
Cust10455,Single Vehicle Collision,Major Damage,Ambulance,State9,City1,YES,1,1,NO,55577,7598,5265,42714,1
Cust10456,Single Vehicle Collision,Minor Damage,Other,State4,City6,,2,2,NO,66154,12028,6014,48112,1
Cust10457,Single Vehicle Collision,Minor Damage,Fire,State4,City6,,2,2,NO,65963,11993,5997,47973,1
Cust10458,Multi-vehicle Collision,Total Loss,Fire,State7,City4,YES,2,1,YES,58021,5537,8190,44294,2
Cust10459,Multi-vehicle Collision,Total Loss,Fire,State7,City4,YES,2,1,YES,58255,5493,8820,43942,2
Cust1046,Multi-vehicle Collision,Total Loss,Other,State5,City1,NO,2,3,,55120,6890,0,48230,2
Cust10460,Single Vehicle Collision,Total Loss,Other,State5,City7,NO,2,3,,81802,14873,12128,54801,1
Cust10461,Single Vehicle Collision,Total Loss,Ambulance,State5,City7,NO,2,3,YES,77686,14125,7326,56235,2
Cust10463,Single Vehicle Collision,Minor Damage,Ambulance,State5,City6,NO,1,3,NO,74032,6980,13959,53093,2
Cust10464,Parked Car,Trivial Damage,None,State5,City1,YES,1,2,,4373,33,957,3383,1
Cust10465,Parked Car,Trivial Damage,None,State5,City1,YES,1,2,,4461,88,952,3421,1
Cust10466,Multi-vehicle Collision,Minor Damage,Police,State5,City7,YES,2,0,NO,69715,10217,13222,46276,1
Cust10467,Multi-vehicle Collision,Minor Damage,Police,State5,City7,NO,1,1,,71690,9611,13795,48284,2
Cust10468,Multi-vehicle Collision,Minor Damage,Police,State5,City2,,1,2,YES,83592,12871,15716,55005,2
Cust10469,Multi-vehicle Collision,Minor Damage,Police,State5,City6,,2,1,YES,74812,8546,14726,51540,2
Cust1047,Multi-vehicle Collision,Total Loss,Fire,State4,City4,YES,1,1,,77110,0,14020,63090,2
Cust10471,Single Vehicle Collision,Minor Damage,Other,State9,City2,NO,0,3,YES,53245,5014,10029,38202,1
Cust10472,Multi-vehicle Collision,Total Loss,Other,State7,City1,YES,1,0,YES,71422,9818,7142,54462,2
Cust10474,Vehicle Theft,Trivial Damage,Police,State7,City2,NO,1,3,NO,3658,683,372,2603,2
Cust10475,Vehicle Theft,Trivial Damage,Police,State7,City2,NO,1,3,NO,3849,760,386,2703,2
Cust10478,Single Vehicle Collision,Minor Damage,Other,State7,City2,,0,3,NO,63604,11916,5958,45730,1
Cust1048,Multi-vehicle Collision,Major Damage,Fire,State9,City1,NO,2,1,NO,62800,6280,6280,50240,1
Cust10480,Multi-vehicle Collision,Total Loss,Fire,State7,City5,NO,1,1,NO,55193,9627,8051,37515,2
Cust10481,Multi-vehicle Collision,Total Loss,Fire,State7,City4,NO,0,0,NO,61766,6735,11947,43084,2
Cust10482,Single Vehicle Collision,Minor Damage,Other,State8,City7,YES,1,3,,60432,8943,8401,43088,2
Cust10484,Multi-vehicle Collision,Total Loss,Police,State9,City4,YES,1,2,NO,70260,6728,11583,51949,2
Cust10485,Multi-vehicle Collision,Total Loss,Police,State9,City7,YES,1,2,,66135,6534,10198,49403,2
Cust10487,Multi-vehicle Collision,Total Loss,Fire,State5,City4,NO,0,1,NO,42469,7392,7795,27282,1
Cust10488,Single Vehicle Collision,Total Loss,Fire,State5,City1,,0,0,YES,55883,1596,8182,46105,2
Cust10489,Single Vehicle Collision,Minor Damage,Ambulance,State5,City1,,0,1,YES,60626,4694,11099,44833,2
Cust1049,Vehicle Theft,Trivial Damage,Police,State5,City1,,2,0,YES,7290,810,810,5670,2
Cust10490,Single Vehicle Collision,Total Loss,Ambulance,State7,City4,,2,1,NO,55767,9940,6487,39340,1
Cust10492,Single Vehicle Collision,Major Damage,Ambulance,State5,City7,NO,2,3,,51053,8037,5372,37644,2
Cust10493,Single Vehicle Collision,Major Damage,Fire,State8,City7,,2,3,,50571,8179,5341,37051,2
Cust10494,Multi-vehicle Collision,Total Loss,Other,State9,City2,NO,1,3,,76349,12725,12725,50899,1
Cust10495,Multi-vehicle Collision,Major Damage,Other,State9,City2,NO,1,3,NO,73066,12178,12178,48710,1
Cust10496,Multi-vehicle Collision,Total Loss,Other,State6,City3,,1,0,,78830,15499,15499,47832,1
Cust10498,Single Vehicle Collision,Minor Damage,Fire,State5,City3,NO,0,3,,64205,10701,10701,42803,1
Cust10499,Multi-vehicle Collision,Minor Damage,Fire,State5,City2,NO,0,3,,64549,10758,10758,43033,1
Cust1050,Single Vehicle Collision,Total Loss,Other,State9,City7,NO,0,0,,76600,15320,7660,53620,1
Cust10500,Multi-vehicle Collision,Minor Damage,Ambulance,State9,City4,YES,1,0,NO,42335,4434,6722,31179,2
Cust10501,Multi-vehicle Collision,Minor Damage,Ambulance,State9,City1,YES,1,0,,44314,4512,7252,32550,1
Cust10503,Single Vehicle Collision,Major Damage,Police,State7,City1,,1,0,NO,55784,5697,5697,44390,1
Cust10504,Vehicle Theft,Minor Damage,None,State9,City4,NO,2,1,YES,4306,445,584,3277,2
Cust10505,Vehicle Theft,Minor Damage,None,State8,City4,,1,1,YES,4316,470,853,2993,2
Cust10506,Vehicle Theft,Trivial Damage,None,State8,City3,,0,2,,4562,825,543,3194,2
Cust10509,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City1,YES,2,0,,56980,9312,5099,42569,2
Cust1051,Multi-vehicle Collision,Minor Damage,Fire,State5,City6,,0,3,YES,81800,16360,8180,57260,1
Cust10510,Parked Car,Trivial Damage,None,State5,City1,,1,2,,4332,8,959,3365,1
Cust10511,Parked Car,Trivial Damage,None,State5,City1,,0,2,,4858,334,931,3593,2
Cust10512,Multi-vehicle Collision,Minor Damage,Fire,State5,City2,,0,2,,69192,13785,7027,48380,1
Cust10513,Multi-vehicle Collision,Minor Damage,Fire,State7,City2,,0,2,,66959,12235,9009,45715,1
Cust10517,Single Vehicle Collision,Total Loss,Police,State5,City3,,2,2,YES,69611,12883,12883,43845,2
Cust10518,Parked Car,Trivial Damage,Police,State4,City4,NO,0,1,NO,3213,464,464,2285,1
Cust10520,Parked Car,Minor Damage,Police,State3,City4,NO,1,3,NO,6387,626,1253,4508,2
Cust10522,Single Vehicle Collision,Major Damage,Fire,State5,City2,NO,1,0,,52287,5093,8833,38361,1
Cust10524,Parked Car,Trivial Damage,None,State5,City6,NO,0,3,YES,6406,655,1070,4681,1
Cust10525,Parked Car,Trivial Damage,None,State5,City6,NO,0,1,YES,4668,645,562,3461,2
Cust10526,Multi-vehicle Collision,Minor Damage,Police,State9,City7,NO,0,2,,83366,12716,17192,53458,2
Cust10527,Multi-vehicle Collision,Minor Damage,Police,State9,City5,,0,2,,85102,12852,17657,54593,2
Cust10528,Multi-vehicle Collision,Minor Damage,Ambulance,State9,City5,YES,1,3,YES,53272,5919,10518,36835,1
Cust10529,Multi-vehicle Collision,Minor Damage,Ambulance,State9,City5,YES,1,3,YES,55193,6133,11823,37237,1
Cust1053,Vehicle Theft,Minor Damage,None,State9,City4,,2,1,YES,4300,430,430,3440,2
Cust10530,Single Vehicle Collision,Major Damage,Other,State7,City3,NO,2,2,,57118,5436,9532,42150,2
Cust10531,Single Vehicle Collision,Major Damage,Other,State7,City3,NO,2,2,,56562,5409,9351,41802,2
Cust10532,Single Vehicle Collision,Minor Damage,Ambulance,State5,City6,YES,2,1,NO,59555,5934,11867,41754,1
Cust10533,Single Vehicle Collision,Major Damage,Police,State5,City6,YES,2,2,NO,62999,5790,11579,45630,1
Cust10535,Vehicle Theft,Minor Damage,Police,State8,City5,,1,1,NO,6897,1235,1130,4532,2
Cust10536,Multi-vehicle Collision,Minor Damage,Ambulance,State9,City1,NO,2,0,YES,70251,8714,8714,52823,1
Cust10538,Multi-vehicle Collision,Total Loss,Other,State9,City7,,1,0,,79116,6466,14530,58120,1
Cust10539,Multi-vehicle Collision,Total Loss,Other,State5,City7,,0,0,,59273,664,11722,46887,2
Cust1054,Multi-vehicle Collision,Major Damage,Police,State4,City2,YES,1,0,,70510,12820,12820,44870,1
Cust10541,Vehicle Theft,Trivial Damage,Police,State9,City6,NO,2,1,NO,3341,416,416,2509,2
Cust10542,Single Vehicle Collision,Total Loss,Police,State9,City3,,2,1,YES,48010,4381,8578,35051,2
Cust10543,Single Vehicle Collision,Minor Damage,Police,State9,City3,,2,1,YES,54592,5136,8369,41087,2
Cust10544,Single Vehicle Collision,Major Damage,Ambulance,State5,City5,,1,3,,51157,6796,8872,35489,1
Cust10545,Single Vehicle Collision,Major Damage,Other,State5,City1,,0,3,,48381,8051,8066,32264,1
Cust10546,Vehicle Theft,Minor Damage,Police,State7,City7,NO,2,1,NO,7822,1405,716,5701,1
Cust10547,Vehicle Theft,Minor Damage,Police,State9,City5,NO,2,1,NO,7263,1257,678,5328,1
Cust10548,Vehicle Theft,Minor Damage,None,State3,City7,YES,1,3,NO,4095,799,498,2798,2
Cust1055,Parked Car,Minor Damage,Police,State8,City4,NO,0,1,YES,2640,480,480,1680,2
Cust10550,Single Vehicle Collision,Minor Damage,Police,State7,City2,,2,3,YES,81594,13599,8365,59630,1
Cust10551,Single Vehicle Collision,Minor Damage,Police,State7,City2,,2,3,YES,80122,13354,7229,59539,1
Cust10552,Parked Car,Minor Damage,None,State7,City6,NO,2,1,NO,5057,506,1401,3150,2
