CustomerLoyaltyPeriod,Policy_CombinedSingleLimit,Policy_Deductible,PolicyAnnualPremium,UmbrellaLimit,InsuredRelationship,CustomerID,PolicyMonth,PolicyYear
222,500/1000,500,1757.87,0,not-in-family,Cust1578,2,2004
415,250/500,1000,973.5,0,not-in-family,Cust1579,2,2015
255,500/1000,500,1192.27,0,own-child,Cust1581,10,1990
143,250/500,500,1163.83,0,husband,Cust1582,7,2014
130,500/1000,1000,1003.15,0,other-relative,Cust1583,11,1991
242,250/500,2000,1153.54,6000000,unmarried,Cust1584,10,1990
96,100/300,1000,1631.1,0,wife,Cust1585,2,2009
150,100/300,1000,1677.26,0,own-child,Cust1587,3,1994
472,250/500,500,989.24,0,not-in-family,Cust1589,8,2012
75,500/1000,1000,1389.86,0,husband,Cust1590,12,2011
193,100/300,500,1233.85,0,husband,Cust1591,2,2005
43,500/1000,500,1320.39,0,not-in-family,Cust1592,11,1997
253,100/300,1000,1435.09,0,not-in-family,Cust1593,4,2004
152,500/1000,500,1448.54,0,wife,Cust1594,11,2009
160,250/500,500,1733.56,0,wife,Cust1595,9,2009
56,100/300,500,1533.07,0,own-child,Cust1596,11,2009
3,100/300,500,995.7,5000000,unmarried,Cust1598,11,1992
239,250/500,1000,1276.73,5000000,other-relative,Cust1600,8,1990
64,250/500,2000,1202.28,0,other-relative,Cust1601,10,2011
98,100/300,500,671.92,0,wife,Cust1602,2,1990
16,250/500,1000,1358.03,0,own-child,Cust1603,11,1990
70,250/500,1000,1008.79,4000000,own-child,Cust1604,7,2004
246,100/300,1000,1397.0,0,not-in-family,Cust1606,3,1995
110,500/1000,1000,1664.66,0,own-child,Cust1607,8,2009
236,250/500,1000,1151.39,4000000,wife,Cust1608,11,1996
267,100/300,2000,1546.01,0,wife,Cust1609,8,2004
463,250/500,500,1063.67,0,wife,Cust1610,7,1991
303,100/300,1000,709.14,0,husband,Cust1611,1,2005
137,250/500,500,1039.55,0,unmarried,Cust1612,12,2011
56,250/500,500,1339.39,0,not-in-family,Cust1613,7,1996
75,250/500,1000,1202.75,0,not-in-family,Cust1614,8,1992
153,250/500,500,991.39,0,other-relative,Cust1616,2,1994
255,500/1000,500,984.02,0,unmarried,Cust1617,5,2007
103,100/300,500,1354.83,0,husband,Cust1618,4,2014
97,100/300,1000,830.31,0,husband,Cust1619,2,2010
438,500/1000,500,1119.29,0,husband,Cust1621,10,1991
87,100/300,500,1048.39,0,own-child,Cust1622,1,2004
206,500/1000,1000,1230.76,0,unmarried,Cust1624,10,1993
127,500/1000,500,1255.02,0,not-in-family,Cust1625,7,2002
422,100/300,1000,1555.52,0,own-child,Cust1626,11,2010
239,250/500,2000,625.08,0,wife,Cust1629,8,1990
128,500/1000,500,1366.6,0,other-relative,Cust1631,7,2004
147,500/1000,1000,1439.9,6000000,husband,Cust1632,8,2009
287,500/1000,1000,1230.69,0,not-in-family,Cust1633,7,2007
142,100/300,2000,1307.68,0,husband,Cust1634,1,2010
162,500/1000,2000,1124.69,0,husband,Cust1635,5,2000
140,100/300,1000,1520.78,0,wife,Cust1636,3,2008
106,100/300,2000,1609.11,0,own-child,Cust1637,5,1990
292,500/1000,1000,1358.91,0,unmarried,Cust1638,2,1991
34,500/1000,500,1295.87,0,husband,Cust1639,3,1992
290,250/500,500,1161.03,5000000,not-in-family,Cust1640,4,2013
362,100/300,1000,1097.99,0,unmarried,Cust1642,12,2008
143,500/1000,1000,1464.42,0,husband,Cust1643,7,2000
183,250/500,500,1543.68,0,not-in-family,Cust1644,6,2014
254,250/500,500,1390.89,5000000,wife,Cust1645,4,1995
249,100/300,2000,1148.58,0,not-in-family,Cust1646,9,1990
235,500/1000,500,1398.94,0,husband,Cust1648,10,1995
112,500/1000,1000,1238.92,0,other-relative,Cust1649,12,1999
16,100/300,1000,968.46,0,not-in-family,Cust1650,7,2002
128,100/300,500,1045.12,0,other-relative,Cust1651,8,1993
109,100/300,2000,1007.28,6000000,husband,Cust1654,10,2006
2,500/1000,1000,1189.98,4000000,other-relative,Cust1655,3,2003
198,250/500,1000,1576.41,0,other-relative,Cust1656,5,2003
107,100/300,500,1172.82,4000000,other-relative,Cust1657,5,2002
252,500/1000,500,1312.22,9000000,other-relative,Cust1658,2,2004
303,500/1000,1000,671.01,7000000,other-relative,Cust1659,1,1999
330,250/500,1000,1625.65,0,husband,Cust1662,6,1998
211,250/500,2000,1295.63,4000000,not-in-family,Cust1663,1,2011
172,100/300,1000,1459.96,6000000,wife,Cust1664,2,2012
316,100/300,500,1219.94,7000000,wife,Cust1665,6,2011
344,100/300,1000,959.83,0,not-in-family,Cust1667,6,2008
204,250/500,2000,1767.02,0,husband,Cust1668,8,1993
278,500/1000,500,1285.01,0,not-in-family,Cust1669,4,2008
434,500/1000,2000,1422.95,0,husband,Cust1670,6,2000
250,500/1000,2000,1539.06,0,other-relative,Cust1672,3,1990
61,100/300,2000,988.06,0,not-in-family,Cust1673,1,1998
80,500/1000,1000,1740.57,0,wife,Cust1674,12,2014
4,250/500,500,1381.88,5000000,other-relative,Cust1676,5,2002
276,500/1000,500,948.1,0,wife,Cust1679,3,2000
222,100/300,2000,1157.97,0,not-in-family,Cust1681,6,2008
78,500/1000,500,1060.88,0,other-relative,Cust1683,2,1992
238,250/500,1000,1524.45,4000000,wife,Cust1684,5,1996
313,250/500,1000,1556.17,0,wife,Cust1685,4,2013
334,500/1000,500,1216.24,0,wife,Cust1686,11,2009
290,250/500,1000,1393.34,0,other-relative,Cust1689,7,2008
26,100/300,1000,1484.48,0,not-in-family,Cust1690,9,2010
254,250/500,500,1581.27,5000000,own-child,Cust1691,12,1995
199,250/500,1000,1281.25,0,other-relative,Cust1692,9,1991
137,250/500,500,1667.83,0,husband,Cust1693,3,2010
134,250/500,1000,1497.41,0,husband,Cust1694,7,1990
73,100/300,500,803.36,0,husband,Cust1695,5,2009
289,250/500,2000,1221.41,0,wife,Cust1696,10,1999
176,250/500,500,1865.83,5000000,unmarried,Cust1697,3,1995
145,250/500,2000,1434.27,0,unmarried,Cust1698,12,1991
164,500/1000,500,1114.68,0,husband,Cust1699,1,2011
186,250/500,2000,1218.56,0,husband,Cust1700,4,2006
85,250/500,2000,1234.69,9000000,husband,Cust1701,3,2004
162,250/500,500,964.92,0,other-relative,Cust1702,1,1991
396,500/1000,500,1351.72,0,wife,Cust1703,10,1996
270,250/500,1000,817.28,0,unmarried,Cust1704,6,1994
168,500/1000,1000,1389.59,0,own-child,Cust1705,6,1994
274,250/500,1000,1353.53,0,unmarried,Cust1706,5,2003
263,500/1000,1000,1294.04,0,not-in-family,Cust1707,7,1996
152,100/300,1000,840.81,0,husband,Cust1708,5,2005
46,100/300,2000,998.19,0,husband,Cust1709,11,2010
456,250/500,1000,1395.77,0,own-child,Cust1713,6,2009
475,500/1000,500,1265.72,0,wife,Cust1715,8,2004
96,250/500,1000,1274.7,5000000,other-relative,Cust1716,12,2006
99,100/300,500,1330.39,0,wife,Cust1717,7,2007
38,500/1000,500,1122.95,4000000,other-relative,Cust1718,8,1994
259,250/500,2000,1655.79,0,husband,Cust1719,4,1996
241,250/500,1000,935.77,0,own-child,Cust1720,12,1992
437,500/1000,2000,1192.04,0,own-child,Cust1721,8,2010
130,100/300,500,990.11,0,other-relative,Cust1722,3,2009
269,100/300,2000,1422.21,0,unmarried,Cust1723,7,1996
267,250/500,500,1300.68,0,unmarried,Cust1727,2,2002
140,250/500,1000,985.97,5000000,other-relative,Cust1729,10,1996
243,100/300,1000,1129.23,0,own-child,Cust1730,4,1997
116,250/500,500,1194.83,0,husband,Cust1731,11,2008
219,100/300,1000,1114.29,0,other-relative,Cust1732,6,2002
149,250/500,500,664.86,0,wife,Cust1734,8,2005
246,250/500,1000,1267.4,6000000,husband,Cust1735,1,2013
339,100/300,500,1698.51,0,unmarried,Cust1737,10,2005
160,500/1000,1000,1422.78,0,husband,Cust1738,2,2009
224,500/1000,500,1212.75,0,own-child,Cust1739,3,2005
194,100/300,1000,1423.34,0,not-in-family,Cust1740,5,1994
385,250/500,1000,976.37,0,husband,Cust1741,7,1990
100,250/500,500,1124.59,6000000,not-in-family,Cust1742,4,2005
371,250/500,1000,1569.33,0,not-in-family,Cust1743,2,1994
373,250/500,500,1607.36,0,own-child,Cust1745,4,2007
258,100/300,500,1042.25,0,unmarried,Cust1746,2,2001
255,250/500,500,1453.95,0,not-in-family,Cust1747,7,2001
37,500/1000,500,1969.63,0,own-child,Cust1748,9,2008
322,100/300,1000,1156.19,0,husband,Cust1749,12,2004
193,100/300,500,1155.38,0,not-in-family,Cust1752,12,2004
405,250/500,500,878.19,0,unmarried,Cust1753,7,1999
435,100/300,2000,1145.85,0,not-in-family,Cust1754,11,1997
54,100/300,500,1261.28,0,unmarried,Cust1755,9,2010
144,100/300,500,1427.46,0,wife,Cust1756,8,1993
92,500/1000,500,1592.41,0,husband,Cust1757,1,1998
173,250/500,1000,1274.63,0,unmarried,Cust1758,8,2007
155,250/500,1000,919.37,0,not-in-family,Cust1760,8,1993
78,250/500,1000,1377.23,0,unmarried,Cust1761,4,1991
66,500/1000,500,484.67,0,wife,Cust1764,6,2003
366,500/1000,1000,1561.41,0,husband,Cust1765,7,1990
188,100/300,500,1457.21,0,own-child,Cust1766,9,1994
224,500/1000,1000,1128.71,0,other-relative,Cust1767,6,2012
253,100/300,500,1358.2,0,husband,Cust1768,4,2006
169,100/300,1000,936.19,0,other-relative,Cust1770,12,2001
255,250/500,500,1302.34,0,own-child,Cust1771,11,2006
209,100/300,500,1264.99,0,husband,Cust1772,12,1996
210,500/1000,500,1467.76,0,own-child,Cust1773,7,2012
174,250/500,2000,1124.43,0,own-child,Cust1774,4,2014
458,100/300,1000,1328.18,0,other-relative,Cust1777,12,1992
239,100/300,500,1463.95,0,own-child,Cust1778,11,2004
161,100/300,2000,1133.85,0,not-in-family,Cust1779,1,2004
446,500/1000,1000,1037.32,0,wife,Cust1780,1,2006
70,100/300,1000,1425.79,0,other-relative,Cust1782,12,2006
122,250/500,500,1236.5,0,husband,Cust1784,6,1991
335,500/1000,2000,1017.97,0,wife,Cust1785,9,1995
257,100/300,2000,1306.0,0,husband,Cust1786,2,2000
85,500/1000,2000,1174.14,0,unmarried,Cust1787,7,1996
133,500/1000,1000,1231.01,0,husband,Cust1788,9,2005
119,250/500,500,1299.18,0,wife,Cust1789,12,2011
169,100/300,500,1469.75,0,not-in-family,Cust1790,7,1996
225,250/500,500,1390.72,0,other-relative,Cust1791,4,1996
84,500/1000,500,1694.09,7000000,husband,Cust1792,3,2001
169,100/300,2000,1140.15,0,husband,Cust1793,10,2001
124,100/300,1000,1310.71,0,wife,Cust1794,8,2006
320,250/500,2000,1730.49,7000000,not-in-family,Cust1795,4,2013
297,250/500,500,1616.65,7000000,unmarried,Cust1796,11,2009
46,250/500,2000,1568.47,4000000,unmarried,Cust1799,2,1999
34,500/1000,2000,1550.53,0,own-child,Cust1800,6,2011
95,250/500,2000,1370.92,0,unmarried,Cust1801,3,1995
290,500/1000,500,989.97,0,own-child,Cust1806,1,2014
186,250/500,2000,1347.31,0,unmarried,Cust1808,7,2008
135,250/500,2000,1687.53,0,other-relative,Cust1809,5,1998
110,250/500,1000,1183.48,0,husband,Cust1810,4,1995
114,250/500,1000,1173.25,0,husband,Cust1812,7,2007
404,250/500,1000,1361.16,4000000,not-in-family,Cust1813,4,2010
286,250/500,1000,999.43,0,wife,Cust1819,8,2000
65,250/500,1000,1726.91,0,own-child,Cust1821,8,1990
187,500/1000,500,1232.57,0,not-in-family,Cust1822,3,2003
386,250/500,500,1078.65,0,not-in-family,Cust1823,10,2007
197,500/1000,1000,1324.78,0,not-in-family,Cust1824,6,1996
293,100/300,2000,1239.06,0,husband,Cust1826,12,1995
179,500/1000,2000,1246.68,0,own-child,Cust1827,12,1996
105,250/500,500,1082.36,0,own-child,Cust1829,12,1995
97,250/500,1000,1270.55,0,unmarried,Cust1830,10,1997
148,500/1000,1000,1236.32,5000000,own-child,Cust1831,1,1996
77,250/500,2000,785.82,0,other-relative,Cust1832,5,2008
126,250/500,500,1508.9,0,other-relative,Cust1834,1,1992
257,100/300,1000,974.84,0,other-relative,Cust1837,5,1992
9,100/300,2000,1304.46,0,other-relative,Cust1838,5,2002
185,250/500,500,1257.36,0,husband,Cust1839,4,2010
234,250/500,500,1257.04,0,own-child,Cust1840,3,1990
253,100/300,2000,719.52,0,own-child,Cust1841,5,2007
233,500/1000,2000,1524.18,0,unmarried,Cust1842,1,2001
274,500/1000,500,1395.58,0,husband,Cust1843,8,2006
297,500/1000,1000,1243.68,0,wife,Cust1844,7,2014
273,500/1000,1000,1189.04,0,own-child,Cust1845,9,2011
147,500/1000,2000,1375.29,0,own-child,Cust1846,4,2013
289,500/1000,1000,1387.51,0,not-in-family,Cust1848,12,2002
427,100/300,1000,1178.61,7000000,own-child,Cust1849,12,2005
380,250/500,2000,1166.62,6000000,wife,Cust1850,5,2011
13,100/300,1000,1556.31,0,not-in-family,Cust1851,10,2006
282,250/500,500,1452.27,0,not-in-family,Cust1852,7,2006
312,500/1000,1000,1212.07,0,wife,Cust1853,6,2002
266,100/300,2000,1578.54,0,husband,Cust1854,2,2009
30,500/1000,500,1488.26,0,wife,Cust1855,5,2001
290,500/1000,2000,1215.36,0,own-child,Cust1857,11,1993
233,250/500,1000,954.18,0,other-relative,Cust1859,5,2000
130,500/1000,2000,1193.4,0,own-child,Cust1860,8,2012
91,250/500,1000,1022.46,0,other-relative,Cust1864,10,1999
398,100/300,2000,1396.43,0,unmarried,Cust1865,12,1990
242,500/1000,2000,1396.89,6000000,other-relative,Cust1869,7,2003
260,100/300,500,982.22,0,not-in-family,Cust1871,6,2009
133,500/1000,500,1074.07,0,husband,Cust1872,10,1994
290,100/300,1000,1311.3,0,wife,Cust1873,7,1991
322,250/500,2000,1277.12,0,own-child,Cust1874,9,2001
195,100/300,1000,1406.52,8000000,unmarried,Cust1876,7,1991
405,500/1000,1000,1132.47,4000000,other-relative,Cust1878,12,1999
144,250/500,2000,1896.91,0,not-in-family,Cust1879,10,2012
338,500/1000,500,1143.46,4000000,other-relative,Cust1880,8,1995
121,500/1000,500,1285.42,0,wife,Cust1881,2,1991
9,100/300,1000,1073.83,0,not-in-family,Cust1883,4,1994
115,500/1000,1000,1051.67,0,not-in-family,Cust1884,12,2005
280,250/500,1000,1387.35,0,not-in-family,Cust1885,7,2014
254,250/500,500,1083.64,0,husband,Cust1886,9,2003
141,250/500,1000,1851.78,0,other-relative,Cust1887,7,2000
441,250/500,500,1270.29,4000000,husband,Cust1888,7,2009
381,500/1000,500,1459.99,0,wife,Cust1889,4,1991
145,100/300,1000,1142.48,0,other-relative,Cust1891,5,1990
479,500/1000,1000,1188.45,0,other-relative,Cust1892,11,2002
215,500/1000,1000,1125.4,0,husband,Cust1893,6,2004
41,250/500,500,1294.41,0,husband,Cust1894,9,2010
45,100/300,500,1459.5,0,not-in-family,Cust1895,9,1990
178,100/300,500,1035.99,0,own-child,Cust1898,3,2009
127,500/1000,500,1319.97,0,own-child,Cust1900,8,2006
1,250/500,2000,1391.63,0,husband,Cust1901,12,1995
5,250/500,500,915.41,5000000,own-child,Cust1902,11,2002
64,500/1000,1000,1468.82,0,other-relative,Cust1903,11,1991
142,500/1000,500,1412.76,0,wife,Cust1904,1,1998
97,500/1000,500,1588.26,0,husband,Cust1905,4,2002
121,100/300,1000,1140.91,0,other-relative,Cust1906,7,1991
225,100/300,1000,1517.54,0,own-child,Cust1907,8,2004
425,250/500,2000,912.29,0,husband,Cust1908,6,1990
192,500/1000,1000,1281.43,0,not-in-family,Cust1910,2,2011
98,500/1000,2000,1082.1,0,other-relative,Cust1912,2,2001
175,500/1000,500,1185.44,0,not-in-family,Cust1913,3,1992
140,500/1000,2000,979.26,0,own-child,Cust1915,7,2000
231,250/500,500,920.81,0,wife,Cust1916,12,1991
186,100/300,500,922.85,0,husband,Cust1917,7,2013
229,250/500,2000,1107.59,3000000,not-in-family,Cust1918,12,1998
180,100/300,500,1272.46,0,wife,Cust1919,1,2015
214,100/300,1000,1648.0,0,not-in-family,Cust1921,8,2000
178,250/500,500,1381.14,0,wife,Cust1922,11,2014
55,500/1000,500,1198.44,8000000,wife,Cust1923,2,2011
90,250/500,2000,951.27,0,not-in-family,Cust1924,6,1990
135,500/1000,2000,1341.24,0,wife,Cust1925,1,2009
277,250/500,2000,1177.57,0,husband,Cust1926,11,1992
211,250/500,1000,1055.09,0,own-child,Cust1927,5,1997
84,500/1000,2000,1827.38,0,other-relative,Cust1929,7,1995
136,100/300,500,1169.62,0,not-in-family,Cust1930,12,2000
123,500/1000,2000,1270.21,0,husband,Cust1932,3,2007
243,250/500,500,809.11,0,other-relative,Cust1933,12,1997
36,500/1000,1000,1115.81,0,husband,Cust1934,11,2013
146,100/300,1000,1457.65,5000000,own-child,Cust1935,9,1990
154,100/300,1000,1041.36,0,husband,Cust1936,10,1999
204,250/500,1000,1693.83,7000000,other-relative,Cust1937,4,1992
458,100/300,1000,1685.69,0,wife,Cust1938,3,2009
308,100/300,1000,1013.61,6000000,own-child,Cust1941,9,2013
284,500/1000,500,958.3,0,husband,Cust1942,5,2008
108,250/500,2000,1112.04,6000000,own-child,Cust1943,1,2002
266,500/1000,1000,763.67,0,own-child,Cust1945,7,1998
412,250/500,500,1042.56,0,own-child,Cust1946,8,2002
31,100/300,2000,1263.48,4000000,wife,Cust1947,9,1999
126,250/500,1000,1328.26,0,not-in-family,Cust1949,8,1996
407,100/300,1000,1250.08,5000000,wife,Cust1950,3,1996
187,500/1000,1000,1412.06,5000000,not-in-family,Cust1952,8,2013
229,250/500,2000,1585.54,0,not-in-family,Cust1954,6,1997
246,250/500,1000,1416.08,0,other-relative,Cust1955,4,2007
190,250/500,500,1246.03,0,unmarried,Cust1956,9,2007
95,500/1000,2000,1356.64,0,not-in-family,Cust1957,12,1996
205,100/300,2000,1387.7,4000000,other-relative,Cust1958,2,2008
41,100/300,1000,1004.14,0,wife,Cust1959,7,2003
194,100/300,500,1429.96,0,husband,Cust1961,6,1991
150,500/1000,1000,1007.0,0,unmarried,Cust1963,3,2014
163,500/1000,1000,1200.33,4000000,own-child,Cust1965,11,2009
65,250/500,2000,1441.6,5000000,own-child,Cust1967,6,2004
179,100/300,1000,1433.42,6000000,own-child,Cust1968,8,1994
398,250/500,500,862.19,0,unmarried,Cust1970,5,1990
213,250/500,500,871.46,0,husband,Cust1971,9,1990
232,250/500,2000,1181.64,0,wife,Cust1973,10,1994
230,500/1000,1000,1060.74,0,own-child,Cust1974,4,2005
143,500/1000,1000,1200.09,0,unmarried,Cust1977,11,1993
266,100/300,500,1093.83,4000000,other-relative,Cust1978,3,2003
89,250/500,1000,988.93,0,unmarried,Cust1979,12,1996
245,500/1000,1000,1361.45,0,unmarried,Cust1981,12,2009
230,500/1000,2000,1101.83,0,other-relative,Cust1983,2,2007
163,250/500,1000,1503.21,0,husband,Cust1985,1,2000
235,500/1000,2000,1453.61,4000000,other-relative,Cust1988,5,2013
295,100/300,500,1672.88,0,wife,Cust1989,1,1999
22,250/500,1000,1248.05,0,husband,Cust1990,7,2007
286,100/300,500,1564.43,3000000,unmarried,Cust1991,2,1994
257,100/300,1000,1280.88,0,other-relative,Cust1992,7,2006
94,100/300,500,722.66,0,husband,Cust1993,10,2007
124,250/500,1000,1235.14,0,husband,Cust1994,12,2001
141,500/1000,1000,1347.04,0,own-child,Cust1995,3,2007
130,250/500,500,1383.49,3000000,other-relative,Cust1998,2,2003
456,250/500,1000,766.19,0,husband,Cust2000,11,1996
333,250/500,2000,931.59,1726665,other-relative,Cust2002,4,2001
178,250/300,2000,1195.35,1305144,husband,Cust2003,8,1995
174,250/500,2000,1284.92,0,not-in-family,Cust2005,5,1997
381,100/300,1498,1221.78,0,wife,Cust2006,8,1991
180,100/300,1000,1291.34,3822525,unmarried,Cust2013,5,2011
202,250/500,500,1364.17,0,wife,Cust2014,3,1998
182,250/500,808,1669.7,1027710,unmarried,Cust2015,7,2010
289,500/1000,2000,808.02,302291,not-in-family,Cust2016,5,1996
133,100/500,906,792.68,0,other-relative,Cust2017,3,1995
260,500/1000,981,1664.41,1282535,own-child,Cust2018,8,2002
269,100/300,703,1341.89,0,wife,Cust2020,10,1992
175,250/500,704,1285.77,4149237,unmarried,Cust2021,7,2008
174,100/300,500,1010.64,2560979,own-child,Cust2022,5,2013
239,100/300,1376,1203.54,0,unmarried,Cust2023,11,2000
234,500/1000,1624,989.96,0,husband,Cust2025,7,1996
79,100/300,1564,926.62,0,not-in-family,Cust2026,1,1991
63,250/500,1660,1086.31,2639490,own-child,Cust2027,8,1995
242,500/1000,760,1574.31,0,wife,Cust2028,6,2007
38,250/500,2000,1315.9,0,other-relative,Cust2029,11,2013
326,500/1000,1000,1181.89,0,unmarried,Cust2030,10,1992
321,500/1000,1480,1190.0,0,not-in-family,Cust2031,6,2000
126,500/1000,1000,1247.66,0,husband,Cust2032,8,2000
272,100/300,500,1869.64,555535,unmarried,Cust2033,6,1995
302,100/300,1207,1114.72,7933508,other-relative,Cust2034,4,1998
227,500/1000,2000,1102.96,0,unmarried,Cust2035,6,1998
272,500/1000,740,1350.29,2077251,other-relative,Cust2036,4,2006
115,250/500,500,1246.27,1913287,own-child,Cust2037,1,2010
391,250/300,2000,1308.07,0,wife,Cust2038,7,1992
122,250/500,801,1186.07,3613930,husband,Cust2039,7,2011
39,250/500,1767,1247.03,5766974,other-relative,Cust2041,7,1997
376,100/300,985,1266.89,0,other-relative,Cust2042,2,2007
151,500/1000,500,1362.35,2590764,husband,Cust2043,8,2000
96,100/300,976,1378.93,0,not-in-family,Cust2044,9,1996
200,250/500,500,1212.69,0,not-in-family,Cust2045,4,1997
155,250/1000,500,1177.79,0,own-child,Cust2046,4,1993
158,100/300,831,1070.77,4633387,own-child,Cust2047,7,2012
115,500/1000,826,1208.0,0,not-in-family,Cust2049,7,1998
207,250/500,2000,1146.75,0,husband,Cust2051,8,2008
130,100/300,500,1362.57,6284249,own-child,Cust2052,10,1999
115,100/1000,500,1143.02,7000000,husband,Cust2053,8,1997
215,100/300,500,1050.76,1477597,own-child,Cust2054,6,2012
206,250/500,2000,1376.42,1629697,other-relative,Cust2055,3,1999
147,100/300,1225,824.61,0,husband,Cust2056,5,2004
7,500/1000,1174,1253.6,0,wife,Cust2057,5,2002
207,100/300,1620,1268.41,3732327,wife,Cust2058,4,1996
262,250/500,660,1347.59,0,husband,Cust2059,7,2007
232,500/1000,500,1464.22,2759786,husband,Cust2060,5,1998
201,250/500,1750,1511.99,0,other-relative,Cust2061,8,2001
329,500/1000,965,1053.15,420561,own-child,Cust2062,1,2002
44,100/300,2000,-1.0,0,other-relative,Cust2063,8,1997
63,500/1000,2000,1413.41,4461979,own-child,Cust2064,5,1993
276,100/300,1257,1023.96,0,other-relative,Cust2065,5,2005
303,500/1000,1000,1422.35,0,husband,Cust2066,9,2006
238,100/300,500,989.62,439807,wife,Cust2067,6,1991
149,250/500,500,1360.76,0,unmarried,Cust2068,10,2011
274,250/500,500,1452.64,241167,not-in-family,Cust2069,7,2006
376,250/500,500,1213.38,0,wife,Cust2070,8,1998
42,500/1000,520,1174.63,0,other-relative,Cust2072,1,1993
240,250/500,1128,1362.93,0,unmarried,Cust2073,10,2006
242,100/300,2000,1205.33,0,husband,Cust2074,7,1999
234,250/500,673,1497.97,6613176,husband,Cust2075,5,1999
325,250/500,1000,1604.75,0,not-in-family,Cust2076,2,1996
225,100/300,672,1214.7,0,husband,Cust2078,8,2003
86,100/300,1523,834.7,0,not-in-family,Cust2079,2,1996
176,100/300,1000,1281.33,1810749,wife,Cust2080,6,2010
266,250/500,1281,1316.58,1404615,other-relative,Cust2081,8,1994
99,500/500,960,1176.49,0,unmarried,Cust2082,10,2007
225,100/300,867,1072.11,0,wife,Cust2085,4,1996
180,250/500,500,1256.06,146422,own-child,Cust2086,4,2010
145,250/500,1042,1394.21,0,unmarried,Cust2087,10,2010
233,100/300,1842,1271.65,0,other-relative,Cust2088,4,2011
112,100/300,2000,662.27,0,not-in-family,Cust2089,9,2009
102,500/1000,1089,1438.99,0,other-relative,Cust2090,9,1993
365,250/500,1000,1052.89,0,not-in-family,Cust2091,9,1993
280,250/500,660,1388.55,0,husband,Cust2092,8,2013
